OBJECTID,NAME,state,coyote_year,coyote_year_recl,coyote_James,dif_betw_James_agencies,xcoord,ycoord,yr.since.coy.1980,yr.since.coy.1985,yr.since.coy.1990,yr.since.coy.1995,yr.since.coy.2000,yr.since.coy.2005,yr.since.coy.2010,yr.since.coy.2014,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2014,pop.growth.2005.2010,WHITE,BLACK,MED_AGE,Area_sqkm,Pop.dens.2010,BIO5_median,BIO6_median,BIO7_median,BIO12_median,BIO15_median,BIO17_median,altitude,snow_mean,OPEN_WATER.1992,LOW_INTENS.1992,high.developed.1992,DECIDUOUS_.1992,EVERGREEN.1992,MIXED_FORE.1992,SHRUBLAND.1992,grass.pastures.1992,ROW_CROPS.1992,WOODY_WETL.1992,HERBACEOUS_WETL.1992,water.2001,devel.21.22.2001,devel.23.24.2001,decidious.f.2001,evergreen.2001,mixed.f.2001,shrub.2001,grass.pastures.2001,crops.2001,woody.wetlands.2001,herbaceous.wetlands.2001,water.2006,devel.21.22.2006,devel.23.24.2006,decidious.f.2006,evergreen.2006,mixed.f.2006,shrub.2006,grass.pastures.2006,crop.2006,woody.wetlands.2006,herbaceous.wetlands.2006,tree.canopy_mean.2011,water.2011,decidious.f.2011,evergreen.2011,mixed.f.2011,shrub.2011,grass.pasture.2011,crops.2011,woody.wetl.2011,herbaceous.wetlands.2011,devel.21.22.2011,devel.23.24.2011,NPPmedian,NPPstdev,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
1954,Nash,North Carolina,1998,2000,2000,2,-77.99,35.96,0,0,0,0,2,7,12,16,67153,71102,76677,83507,87696,90876,95938,94357,1.010900221,53531,35650,39.9,1424.63,67.274,318,-19,337,1152,16,235,60.97,4.27,1,2.74,1.68,23.57,15.99,8.96,0,8.1,23.11,13.59,0.31,0.98,10.12,1.19,17.47,13.3,3.94,1.74,15.83,23.89,10.77,0.51,0.981,10.124,1.187,17.468,13.297,3.936,1.743,15.826,23.893,10.771,0.51,51.99,1.028,17.353,13.164,3.547,3.717,14.655,23.231,10.491,0.788,10.368,1.395,1002.333313,118.1737115,,,,,,,,,,,,,,,,,,,,,,,169,284,175,178,139,192,212,194,218,230,245,351,374,514,457,619,702,730,728,672,653,595,841,766,859,964,761,1026,989,984,1170,1107,1269,1252,1220,1117,1163,1269,598,970,
1960,Pasquotank,North Carolina,1988,1990,1990,2,-76.31,36.31,0,0,2,7,12,17,22,26,28462,29493,31298,33315,34874,37741,40733,39787,1.01537531,23059,15355,36.5,524.19,77.569,308,-2,310,1218,23,236,7.09,3.8,1.49,1.02,1.27,0.44,10.76,0.9,0,12.88,49.66,21.43,0.09,1.39,8.62,0.62,1.12,3.67,0.41,1.41,10.44,47.17,24.46,0.66,1.388,8.622,0.615,1.125,3.671,0.41,1.412,10.445,47.174,24.458,0.659,29.536,1.481,1.005,3.111,0.36,1.746,10.406,46.276,23.762,1.233,9.56,0.924,1169.5,138.0976114,,,,,,,,,,,,,,,,,,,,,,,64,76,70,30,33,50,57,54,78,66,129,141,191,158,213,203,242,278,364,260,290,244,379,362,386,335,335,361,429,458,468,392,346,294,317,296,225,283,251,237,
1970,Rowan,North Carolina,1988,1990,1990,2,-80.52,35.64,0,0,2,7,12,17,22,26,99186,104406,110605,120783,130610,132527,138446,138630,1.008777087,105923,22392,38.9,1357.39,101.981,317,-26,343,1145,10,258,230.8,4.14,2.5,4.85,2.9,27.5,15.94,10.6,0,12.78,20.24,0.88,0.15,2.19,12.18,1.31,33.6,10.11,0.9,1.05,36.85,0.33,0.82,0.03,2.195,12.176,1.31,33.597,10.112,0.905,1.053,36.845,0.329,0.822,0.029,51.668,3.04,32.351,9.949,0.843,1.651,36.007,0.463,0.852,0.072,12.498,1.592,1131.5,124.5409394,,,,,,,,,,,,,,,,,,,,,,,161,185,196,222,217,263,227,195,149,279,271,370,387,447,504,528,669,722,708,873,890,739,932,986,832,921,646,794,842,893,1049,1085,1139,1059,1041,1010,949,1037,970,930,
2121,Trumbull,Ohio,1948,1950,1950,2,-80.76,41.31,32,37,42,47,52,57,62,66,241863,233564,227795,229158,224912,217926,209936,205175,0.992557269,187113,17417,42.7,1645.14,127.838,280,-87,369,971,18,184,298.26,47.07,3.17,6.25,2.93,38.1,0.97,0.5,0,20.55,15.61,8.98,1.7,3.38,17.02,2.46,32.93,0.39,0.02,1.54,12.62,21.4,7.56,0.13,3.382,17.018,2.462,32.93,0.387,0.021,1.536,12.62,21.405,7.564,0.129,38.457,3.278,31.947,0.403,0.022,1.881,12.772,21.306,7.343,0.481,17.276,2.705,1056,85.82415285,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,238,254,312,299,275,294,370,464,565,502,592,602,695,694,608,604,542,684,836,976,1103,1332,1274,1096,1215,1268,1298,1190,1199,1136,1126,1161,1018,1134,
2318,Aiken,South Carolina,1988,1990,1990,2,-81.63,33.54,0,0,2,7,12,17,22,26,105630,112494,120991,135769,142742,150152,160565,164753,1.013500465,111457,39354,40,2860.73,55.964,333,2,330,1216,18,231,115.74,1.37,0.74,1.88,1.45,12.12,31.87,10.57,0,1.74,18.05,7.93,0.22,0.77,7.45,0.92,6.16,28.38,3.59,13.18,15.38,7.7,14.53,0.74,0.775,7.452,0.915,6.164,28.376,3.589,13.183,15.383,7.701,14.528,0.738,56.164,0.804,5.809,24.422,3.153,16.254,16.126,7.447,14.265,0.949,7.971,1.158,1002.833374,176.6566396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102,3172,1962,4915,3456,2970,3657,2776,3277,3124,2816,,
2331,Colleton,South Carolina,1988,1990,1990,2,-80.67,32.87,0,0,2,7,12,17,22,26,31776,33475,34377,36708,38304,38728,38914,37771,1.000958705,22173,15178,40.7,2726.21,14.266,328,18,310,1275,29,221,19.99,1.57,2.65,0.38,0.25,5.04,34.65,7.48,0,2.43,11.14,24.98,7.03,2.43,4.18,0.12,0.94,24.39,1.13,10.15,7.34,4.63,35.61,8.39,2.435,4.183,0.121,0.945,24.394,1.13,10.15,7.345,4.631,35.608,8.39,69.477,2.487,0.891,21.564,1.016,13.103,7.371,4.447,35.176,8.791,4.199,0.151,1608.666626,177.2799074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5565,4815,5245,3099,5847,5305,5146,4430,3720,4539,4530,,
2337,Florence,South Carolina,1988,1990,1990,2,-79.7,34.02,0,0,2,7,12,17,22,26,110163,113278,114344,122555,125767,130982,137088,139231,1.009154276,75116,56506,37.5,2098.5,65.23,329,5,324,1185,24,220,29.77,1.43,0.71,1.99,1.95,10.17,17.44,8.81,0,5.63,29.66,21.74,0.1,0.76,7.7,1.09,0.34,14,0.76,7.75,4.77,24.89,36.1,1.43,0.757,7.703,1.094,0.343,14.003,0.763,7.748,4.771,24.887,36.096,1.433,57.166,0.753,0.301,11.902,0.659,9.86,4.593,24.489,35.3,2.134,8.153,1.413,1016.333313,146.3574869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435,2449,3850,3160,3578,3629,3341,3250,2343,3398,2899,,
2354,Orangeburg,South Carolina,1988,1990,1990,2,-80.8,33.44,0,0,2,7,12,17,22,26,82276,83775,84804,89511,91524,92197,92346,90090,1.000323012,31770,57535,38,2945.87,31.4,332,14,318,1209,23,220,58.62,1.36,2.63,1.17,0.96,10.6,18.63,8.32,0,3.25,32.76,16.59,0.34,2.61,6.53,0.49,2.23,20.52,0.95,9.2,12.93,16.46,26.17,1.12,2.609,6.535,0.489,2.232,20.515,0.953,9.202,12.934,16.46,26.175,1.124,57.177,2.614,2.104,16.934,0.831,13.318,12.837,15.963,25.816,1.567,6.528,0.567,1053.333374,127.3493848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788,6529,6169,1908,6177,6333,6972,7382,6048,6505,5485,,
2357,Saluda,South Carolina,1988,1990,1990,2,-81.72,34,0,0,2,7,12,17,22,26,16141,16549,16441,18014,19191,19131,19926,20026,1.008176316,12141,5230,39.5,1208.67,16.444,333,-3,336,1210,16,244,154.07,2.17,1.54,0.46,0.3,16.72,37.1,11.49,0,10.61,16.69,1.75,0.06,1.63,6.41,0.15,18.76,34.16,1.41,1.02,30.86,1.31,2.13,0.02,1.63,6.415,0.155,18.763,34.156,1.407,1.02,30.862,1.308,2.126,0.018,60.723,1.659,19.78,34.83,1.222,3.144,27.398,1.245,2.046,0.071,6.497,0.221,1348.833252,129.3286489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1810,2055,1589,1591,2268,1810,2046,1928,2076,1838,,
1783,Hudson,New Jersey,1999,2000,2000,1,-74.06,40.74,0,0,0,0,1,6,11,15,556972,568869,553099,578889,610135,614664,635294,669115,1.006624265,342792,83925,34.3,146.41,4332.093,294,-47,342,1155,10,256,11.48,17.21,24.41,5.56,53.87,6.74,0.02,2.2,0,0.36,0.52,0.01,5.98,21.76,12.79,56.88,0.3,0.05,0.03,0.61,0.48,0.01,5.07,1.79,21.756,12.791,56.884,0.296,0.047,0.025,0.612,0.481,0.015,5.065,1.789,4.746,21.799,0.275,0.043,0.015,0.558,0.3,0.015,4.007,2.2,10.992,59.203,856,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,
1786,Middlesex,New Jersey,1979,1980,1980,1,-74.42,40.43,1,6,11,16,21,26,31,35,595893,633428,671712,709223,752880,787329,810986,836297,1.005938481,474589,78462,37.1,805.07,1005.944,296,-59,356,1176,12,260,27.71,23.1,2.42,28.44,12.53,16.24,1.06,10.72,0,10.21,5.25,8.15,2.72,2.02,36.75,18.1,10.54,0.48,0.63,1.22,2.99,7.13,16.81,2.66,2.021,36.749,18.101,10.538,0.475,0.635,1.216,2.989,7.125,16.814,2.658,31.447,2.027,9.666,0.297,0.561,1.108,2.666,5.705,16.081,2.63,38.015,20.585,1180,768.9984731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,519,597,606,446,456,394,420,451,305,349,344,337,419,381,419,405,398,415,414,409,
2063,Defiance,Ohio,1939,1940,1940,1,-84.48,41.32,41,46,51,56,61,66,71,75,39987,39348,39350,39923,39461,39049,39007,38510,0.999784793,36208,725,39.3,1080.55,36.127,290,-98,388,870,21,158,221.87,48.42,0.81,0.92,0.56,8.78,0.05,0.01,0,10.78,74.17,2.2,0.14,1,7.57,0.82,7.53,0.03,0,0,2.91,75.41,2.15,0.73,1,7.575,0.821,7.534,0.025,0.003,0.001,2.909,75.411,2.153,0.732,9.758,1.045,7.514,0.025,0.003,0.003,2.909,75.294,2.147,0.734,7.503,0.981,821.166626,14.25066304,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,144,149,147,168,222,243,295,360,344,352,274,328,340,332,278,243,252,310,329,372,436,457,488,518,588,570,651,654,686,614,647,525,645,639,
2103,Muskingum,Ohio,1949,1950,1950,1,-81.94,39.96,31,36,41,46,51,56,61,65,83340,82976,82068,83797,84732,85696,86142,85818,1.001038729,80020,3256,39.4,1737.04,49.552,288,-77,365,988,20,192,273.91,24.73,1.56,2.03,0.63,48.27,1.84,0.64,0,34.18,8.8,0.02,0.43,1.35,8.88,0.82,53.88,0.86,0.04,0.19,25.34,7.56,0.15,0.02,1.355,8.879,0.824,53.881,0.862,0.037,0.188,25.345,7.563,0.151,0.019,46.414,1.345,53.354,0.841,0.037,0.237,25.364,7.53,0.147,0.024,8.942,1.015,1067.333374,102.8183281,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,1098,1129,1127,1065,1135,1147,1393,1106,1224,1298,1465,1703,2067,2034,1885,1908,2160,2259,2184,2496,2666,2764,2814,2638,3029,2460,2694,2802,2470,2518,2380,2095,1964,2180,
2321,Bamberg,South Carolina,1989,1990,1990,1,-81.05,33.21,0,0,1,6,11,16,21,25,18118,17846,16902,17012,16680,16360,15949,15182,0.994924285,5770,9837,39.2,1017.21,15.717,332,15,318,1218,24,219,53,1.39,0.28,0.65,0.4,11.02,19.45,8.98,0,4.84,29.81,19.3,0.45,0.26,4.89,0.22,1.91,25.69,0.49,10.93,10.23,13.88,29.6,1.19,0.265,4.894,0.224,1.913,25.689,0.486,10.93,10.233,13.882,29.596,1.188,64.959,0.268,1.753,22.731,0.432,14.977,9.814,13.328,29.013,1.835,4.88,0.244,1105,156.6744719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4345,3930,3025,3871,3098,3454,3567,3534,3001,2709,2346,,
2322,Barnwell,South Carolina,1989,1990,1990,1,-81.43,33.26,0,0,1,6,11,16,21,25,19868,19961,20293,22353,23478,22965,22630,21959,0.997065343,11899,10015,38.8,1456.07,15.536,333,9,324,1203,21,222,77.43,1.81,1.14,0.51,0.72,8.05,32.7,7.01,0,1.9,23.34,12.93,0.68,1.25,3.46,0.38,1.67,38.49,2.33,11.43,8.97,9.44,20.64,1.08,1.246,3.455,0.384,1.667,38.494,2.329,11.432,8.973,9.442,20.644,1.08,62.775,1.257,1.519,32.973,2.106,15.711,10.693,9.032,20.324,1.426,3.49,0.439,1139.5,212.0276374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3056,2899,2037,3992,3005,2094,2475,2206,2286,2588,2068,,
2328,Chester,South Carolina,1989,1990,1990,1,-81.16,34.69,0,0,1,6,11,16,21,25,30148,31266,32170,32466,34159,33373,33096,32337,0.998334436,19814,12387,40.3,1541.78,21.495,322,-11,334,1202,14,257,156.07,3.18,1.2,0.99,0.84,27.64,35.91,15.31,0,5.49,7.41,0.76,0.06,1.21,5.68,0.36,27.84,36.38,1.63,1.26,22.06,0.08,1.89,0,1.215,5.677,0.357,27.839,36.382,1.626,1.265,22.064,0.085,1.89,0.003,72.149,1.229,28.451,36.503,1.481,3.072,19.641,0.211,1.835,0.087,5.718,0.401,1493.333374,68.91821148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984,3668,2783,2748,2932,2941,3375,2899,3539,3197,2651,,
2334,Dorchester,South Carolina,1989,1990,1990,1,-80.41,33.08,0,0,1,6,11,16,21,25,59045,70960,83060,87077,96757,113235,137476,148469,1.039559234,92621,35266,35.6,1506.56,90.64,329,17,311,1265,27,224,23.77,1.61,0.62,1.89,1.68,8.42,27.83,9.92,0,2.54,13.76,28.25,0.8,0.75,7.69,0.51,0.96,25.39,1.47,8.43,8.69,6.54,36.94,1.82,0.75,7.69,0.509,0.957,25.394,1.467,8.425,8.69,6.537,36.938,1.822,71.081,0.893,0.866,21.143,1.24,11.71,9.137,6.456,36.303,2.054,8.277,0.872,1464.166748,245.5869058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425,2003,1957,2893,3014,2503,2810,2457,2789,2720,2802,,
2336,Fairfield,South Carolina,1989,1990,1990,1,-81.12,34.39,0,0,1,6,11,16,21,25,20700,21336,22295,22748,23479,24132,23890,22976,0.99798627,9236,14167,42.3,1853.23,12.927,327,-6,334,1180,16,239,128.41,3.11,3.4,0.5,0.44,26.88,41.12,13.01,0,1.79,3.92,0.74,0.12,3.66,3.68,0.17,22.26,49.31,0.73,0.73,14.83,0,2.32,0,3.662,3.677,0.165,22.26,49.311,0.726,0.731,14.833,0.005,2.317,0.002,75.069,3.686,22.095,48.153,0.647,2.709,14.572,0.075,2.288,0.053,3.704,0.205,1536.833252,48.08483848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4809,4953,4508,3123,3459,3500,3440,3959,3654,4475,3194,,
2338,Georgetown,South Carolina,1989,1990,1990,1,-79.34,33.44,0,0,1,6,11,16,21,25,42461,44123,46302,50847,56080,59521,60094,60773,1.001917999,38005,20214,45.4,2162.91,27.813,322,16,306,1307,27,249,8.33,2.31,6.72,0.98,0.92,4.46,43.22,7.59,0,0.96,3.59,21.06,7.25,5.78,3.91,0.33,0.11,30.46,0.29,9.2,4.45,1.96,32.15,10.66,5.785,3.908,0.333,0.107,30.46,0.294,9.199,4.448,1.962,32.149,10.663,60.886,5.762,0.1,28.14,0.3,11.285,4.299,1.95,31.668,11.047,4.142,0.47,1776.833374,210.471755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,1761,1839,2781,2737,2068,2621,2118,2028,1772,1888,,
2339,Greenville,South Carolina,1989,1990,1990,1,-82.37,34.89,0,0,1,6,11,16,21,25,287896,302514,320127,347370,380949,405608,452859,482752,1.022283375,333084,81497,37.1,2136.5,211.198,317,-9,327,1357,12,297,326.57,2.05,0.8,7.59,5.4,31.74,17.03,15.1,0,10.33,8.34,0.49,0.01,1.01,21.59,3.79,41.99,7.6,1.44,0.41,18.6,0.07,1.96,0,1.014,21.586,3.793,41.985,7.605,1.441,0.406,18.603,0.066,1.96,0.003,59.018,1.019,40.596,6.689,1.372,0.891,17.903,0.064,1.9,0.033,22.884,5.222,1213.333252,186.5319616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,695,1145,2747,1801,1752,1305,1785,1315,1613,1843,,
2349,McCormick,South Carolina,1989,1990,1990,1,-82.31,33.9,0,0,1,6,11,16,21,25,7797,7518,8868,9467,9957,10049,10228,9846,1.003537428,4985,5083,50,1062.49,9.631,329,-4,332,1189,15,239,130.61,2.85,9.96,0.46,0.12,14.26,47.61,13.34,0,1.82,2.86,0.64,0.02,9.78,5.81,0.09,17.16,50.15,0.9,0.72,11.55,0,1.74,0.01,9.782,5.807,0.088,17.156,50.15,0.904,0.724,11.552,0,1.737,0.007,69.913,10.366,16.394,46.404,0.807,5.693,10.884,0.021,1.884,0.032,5.862,0.123,1539,102.0863532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425,2237,2657,2142,1936,1529,1205,1447,1940,1811,1244,,
2350,Marion,South Carolina,1989,1990,1990,1,-79.36,34.08,0,0,1,6,11,16,21,25,34179,34146,33899,35526,35463,34334,33001,31933,0.992111627,13434,18476,39.9,1272.84,25.975,329,3,326,1231,24,231,31.35,1.58,1.13,0.81,0.63,5.68,16.86,6.04,0,5.2,20.17,41.57,0.05,1.33,4.79,0.33,0.26,12.17,0.37,7.92,4.06,17.45,49.32,1.64,1.332,4.791,0.33,0.256,12.173,0.375,7.919,4.061,17.446,49.315,1.638,64.62,1.392,0.238,11.329,0.337,9.158,3.645,17.332,48.725,2.233,4.822,0.389,1189.666626,177.822326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356,1461,1368,2296,1842,1456,1234,1591,1023,1034,1047,,
2351,Marlboro,South Carolina,1989,1990,1990,1,-79.68,34.6,0,0,1,6,11,16,21,25,31634,30697,29716,29690,28800,27918,28873,27924,1.006749729,11987,14729,38.8,1298.87,22.276,327,-4,331,1169,21,230,46.65,2.38,1.47,0.68,0.71,10.81,17.97,7.77,0,5.15,31.05,20.59,0.04,1.33,5.14,0.32,2.78,16.72,0.76,5.16,8.17,24.21,33.46,1.02,1.334,5.137,0.316,2.78,16.722,0.763,5.157,8.175,24.212,33.463,1.022,57.609,1.384,2.697,14.991,0.652,7.346,7.528,24.509,32.503,1.986,5.158,0.374,1107,182.6724832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808,1286,2123,2028,1661,1431,1163,1499,1548,1428,1214,,
2356,Richland,South Carolina,1989,1990,1990,1,-80.9,34.02,0,0,1,6,11,16,21,25,269602,278114,286321,303364,321981,349003,385745,401566,1.02022093,181974,176538,32.7,1999.15,192.334,330,5,324,1175,21,224,81.92,1.64,2.06,4.14,5.5,18.69,25.27,11.07,0,2.19,11.4,15.02,0.3,2.12,15.63,3.42,14.68,21.81,2.57,0.39,15.93,4.2,17.84,0.49,2.124,15.631,3.419,14.676,21.809,2.57,0.386,15.929,4.2,17.839,0.494,61.169,2.133,13.855,20.35,2.209,1.532,14.57,4.038,17.731,0.97,16.895,4.81,1299.666626,136.5491808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714,2922,2711,1483,2296,2328,2158,2264,2099,2012,1807,,
2359,Sumter,South Carolina,1989,1990,1990,1,-80.38,33.92,0,0,1,6,11,16,21,25,88243,96362,101276,105852,104802,106082,107570,107919,1.002789768,51825,50414,35.4,1758.14,61.119,327,8,318,1161,24,214,51.39,1.34,0.74,1.95,1.96,11.13,13.12,7.11,0,4.5,31.44,25.85,0.41,0.76,7.86,0.75,1.39,13.13,1.34,7.77,11.56,17.63,35.8,1.22,0.763,7.86,0.755,1.391,13.133,1.343,7.774,11.559,17.633,35.802,1.217,57.006,0.794,1.282,11.829,1.107,8.966,11.602,17.246,35.26,1.763,8.343,1.01,1023.333313,132.3125959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2271,2538,2253,658,2566,3035,2803,2608,2607,2686,2972,,
1787,Monmouth,New Jersey,1980,1980,1980,0,-74.24,40.25,0,5,10,15,20,25,30,34,503173,528986,553192,583899,616849,627838,630966,629279,1.000994456,520716,46443,41.3,1183.16,532.794,289,-55,345,1174,11,270,35.5,23.94,2.22,22.66,5.07,17.58,2.31,15,0,18.73,4.9,8.65,0.97,1.99,34.75,6.66,20.07,0.96,1.68,2.23,5.51,9.34,15.79,0.63,1.991,34.751,6.66,20.069,0.957,1.684,2.227,5.514,9.342,15.786,0.629,38.78,1.981,18.668,0.912,1.583,2.101,5.234,8.244,15.487,0.622,36.795,8.026,1388.833252,492.898332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508,1283,1387,1409,1325,1405,1182,1297,1430,1066,1124,1133,1092,1151,1252,1293,1448,1362,1543,1402,1327,
1830,Allegany,New York,1980,1980,1980,0,-78.02,42.26,0,5,10,15,20,25,30,34,51742,50723,50470,51251,49819,49768,48943,47736,0.996662412,47085,524,37.6,2725.2,17.961,259,-117,376,943,22,165,563.45,71.02,0.38,0.39,0.3,44.88,1.45,24.46,0,24.15,3.39,0.15,0.02,0.4,2.97,0.13,46.57,8.49,8.58,2.57,22.77,6.27,0.86,0.23,0.404,2.971,0.126,46.566,8.486,8.578,2.566,22.774,6.272,0.859,0.231,55.176,0.416,46.502,8.287,8.516,2.805,22.807,6.266,0.856,0.254,2.979,0.147,1033,112.6718236,963,1391,1273,1173,1027,813,1006,1551,1733,1811,1698,2138,2002,2535,2620,2679,2054,2176,2378,2899,3752,3363,2679,2622,2555,3351,4515,4988,4328,3837,3675,4526,5019,5572,4930,4491,4857,5439,4810,4546,3978,5456,4975,6082,6090,6301,7324,6935,7292,5262,3929,3880,4438,4660,4394,4128,4202,4175,4392,3933,4069,4159,
1834,Cayuga,New York,1970,1970,1970,0,-76.55,42.92,10,15,20,25,30,35,40,44,79894,79927,82313,82964,81871,81104,79978,78823,0.997207769,74042,3195,41.4,1909.65,41.906,269,-93,363,957,16,176,238.36,70.38,6.08,1.2,0.55,28.6,0.81,6.54,0,38.3,14.91,2.15,0.27,6.21,4.86,0.51,17.03,1.75,1.78,5.15,26.27,26.4,8.76,1.29,6.206,4.856,0.514,17.035,1.748,1.777,5.154,26.274,26.403,8.763,1.292,29.023,6.238,17.048,1.728,1.766,5.119,25.916,26.645,8.759,1.331,4.884,0.575,879.333374,48.36876852,196,307,148,156,136,134,153,179,214,191,227,275,287,347,401,407,373,257,380,460,630,588,538,461,637,731,818,929,1178,1162,989,1083,1205,1456,1520,1559,1610,1701,1947,1619,1242,1452,1505,1662,1576,1728,1971,1891,1954,1951,1706,1793,1832,2075,2192,2592,2690,2723,3263,2632,2651,1971,
1839,Columbia,New York,1950,1950,1950,0,-73.63,42.25,30,35,40,45,50,55,60,64,59487,61291,62982,63790,63046,63717,63073,62122,0.997970339,57136,2855,45.3,1707.99,36.942,278,-111,389,1057,12,221,190.16,58.68,2.63,3.59,1.68,33.65,8.21,22.43,0,18.72,5.33,2.34,0.11,2.33,6.8,0.87,41.5,6.79,4.22,2.75,23.18,4.31,5.56,1.56,2.333,6.803,0.866,41.501,6.786,4.225,2.753,23.179,4.312,5.563,1.56,54.311,2.413,41.398,6.748,4.188,2.811,23.148,4.312,5.552,1.525,6.822,0.959,1116,79.63344912,785,923,1063,1496,1354,1126,1307,1271,970,778,733,1082,1154,1210,1405,1319,1117,936,1086,1212,1775,1860,1703,1994,2074,2251,2253,2369,2289,2040,1977,1918,2302,2385,2229,2912,2981,2893,3613,2954,3056,3489,2848,3181,3197,3239,3422,2704,2665,2247,2153,1696,1649,1830,1863,1614,1620,2094,2081,1792,1616,1551,
1841,Delaware,New York,1950,1950,1950,0,-74.96,42.2,30,35,40,45,50,55,60,64,46824,46329,47352,48638,47864,48377,47832,46581,0.997736641,45675,779,45.3,3773.41,12.715,252,-124,376,1105,14,220,559.42,71.29,1.4,0.37,0.29,46.73,2.93,33.47,0,12.39,2.17,0.14,0.01,1.09,3.4,0.14,64.31,4.56,7.74,0.4,14.36,2.21,1.22,0.23,1.091,3.396,0.144,64.307,4.556,7.743,0.396,14.363,2.207,1.22,0.229,64.305,1.138,64.097,4.491,7.711,0.617,14.423,2.212,1.216,0.238,3.39,0.158,1158.166748,124.6927928,1992,2283,1549,2665,2421,1950,2510,2895,3019,2780,2650,3299,3750,4271,4539,3485,2477,2727,3484,5069,5971,4967,4861,4829,3245,3926,5688,6768,6008,6290,5624,5292,5278,5089,4077,4477,4817,5462,5753,4558,3773,4965,3656,4087,4259,3989,4922,3869,4518,2617,2283,2355,2847,3399,4045,3867,4288,3692,2774,3314,3591,2870,
1844,Essex,New York,1940,1940,1940,0,-73.77,44.11,40,45,50,55,60,65,70,74,36176,36437,37152,38262,38911,39321,39302,38679,0.999903341,37100,1073,44.4,4958.35,7.94,250,-152,402,1029,17,198,479.54,95.59,6.86,0.19,0.58,51.07,23.55,12.88,0,2.12,1.62,0.86,0.13,6.97,2.46,0.15,35.16,30.74,16.8,0.66,1.56,1.49,3.69,0.27,6.972,2.46,0.15,35.16,30.739,16.799,0.663,1.564,1.493,3.688,0.266,71.547,6.908,35.066,30.638,16.756,0.834,1.594,1.492,3.701,0.286,2.458,0.195,1199.333374,261.9421269,1021,949,934,931,861,707,872,885,1096,860,974,1018,1072,1121,969,920,567,537,526,565,642,615,835,648,535,442,690,759,585,701,762,875,954,883,989,981,851,1033,1055,956,801,933,877,1093,1005,1065,1151,885,1094,1102,1157,1128,1053,1192,1244,873,831,963,1061,1134,946,1044,
